object_id,spectral_class,v_magnitude,parallax,pm_ra,pm_dec,radial_velocity,ra_degrees,dec_degrees,b_magnitude,r_magnitude,g_magnitude,j_magnitude,h_magnitude,k_magnitude,i_magnitude,distance_pc,luminosity_class_I,luminosity_class_II,luminosity_class_III,luminosity_class_IV,luminosity_class_V,motion_type_High_Proper_Motion,motion_type_Normal
HIP 98926,A,-0.6638297239606817,-0.05127815704295447,0.041261524404674836,0.08638758241945506,-0.008235093979677902,1.1695537591851946,-0.5807542889142935,-0.9846808927588638,-0.022311163280707983,-0.031096782676706108,-0.015298509601772948,0.1570947054222208,0.1387501581557085,-0.005871811388851725,-0.28419964652216306,0,0,0,0,1,0,1
HD 172364,F,0.30381826099388526,0.035781441888856104,0.21813188852419715,0.6432552465699829,-1.365626826911291,0.958906098056682,0.61189550175714,0.18166634762831177,-0.022311163280707983,-0.031096782676706108,0.39439678224937924,0.40439642453902197,0.4147790429309494,-0.005871811388851725,-0.31132298433718575,0,0,0,0,1,1,0
HR 2603,B,-1.0259556569804886,-0.4566033863793856,-0.0562450316326242,0.21669149708124566,1.0627664940674932,-0.7555483586749647,-0.465455011643028,-1.5089480866702711,-0.022311163280707983,-0.031096782676706108,-0.014792712945166419,0.19162362469513256,0.23182966581247588,-0.005871811388851725,0.5586981612109989,0,0,1,0,0,0,1
HIP 65508,F,0.4759764914459253,0.3680633984813341,-0.10782329264979044,0.0876372183223591,-0.04337241234563082,0.19340163252446846,0.7320795441070315,0.4172920527570344,-0.022311163280707983,-0.031096782676706108,0.5390546260387986,0.5509110279402967,0.533535656148204,-0.005871811388851725,-0.3672179157170487,0,0,0,0,1,0,1
HIP 101530,B,-0.15329152330980567,-0.4705880372538241,-0.06060214826750461,0.13499521484780005,-0.6095847169365475,1.2412754993831638,1.5384973291825705,-0.48986691198854637,-0.022311163280707983,-0.031096782676706108,0.4146286485136337,0.5569769191639162,0.6032306569552415,-0.005871811388851725,0.7553227382776541,0,0,0,1,0,0,1
HD 72582,G,-1.296659633139558,0.09117364623013448,-0.1362016932897574,-0.8820268390874758,-0.13714549982790603,-0.5052117879016855,1.931175507096775,-1.0606701826628766,-0.022311163280707983,-0.031096782676706108,-1.2453959784684412,-1.2590575917843667,-1.290914397872864,-0.005871811388851725,-0.32469964494624826,0,0,1,0,0,1,0
HD 173599,F,0.6896901568346637,-0.13032390167978664,-0.16718722109649709,0.07397666858035663,0.37988974957417654,0.9810534512930537,-0.9632330151231171,0.558667475834268,-0.022311163280707983,-0.031096782676706108,0.7024269461226523,0.7090908067716089,0.6931005264169481,-0.005871811388851725,-0.24966476414503613,0,0,0,0,1,0,1
HR 6783,K,-2.2738060032225134,0.09334340519932824,-0.16995863298884722,-0.22618160303770085,-0.7897108786217744,0.8911042213339224,-1.0594461364622065,-2.04028405173554,-0.022311163280707983,-0.031096782676706108,-2.1831429798166333,-2.0802859420590267,-2.041969735517124,-0.005871811388851725,-0.32518178778463025,0,0,1,0,0,0,1
HR 6806,K,-1.1506219617905862,6.593347364777201,-2.295781553518686,-4.821488002019403,-0.6902408222172632,0.8871811133350245,1.0515781771786439,-1.008243463271736,-0.022311163280707983,-0.031096782676706108,-1.1406960705509248,-1.1466053006388026,-1.1047553825593295,-0.005871811388851725,-0.452187181513759,0,0,0,0,1,1,0
HD 53827,F,0.5650238520245656,-0.09730238744059709,-0.30399354061758627,0.3202617479398837,-0.008235093979677902,-0.7348163507160747,-0.38410040515252214,0.44085462326990715,-0.022311163280707983,-0.031096782676706108,0.7135544725679923,0.6997586664275788,0.6912664474483412,-0.005871811388851725,-0.26557547781164104,0,0,0,0,1,0,1
HIP 78240,K,0.15540599336281669,-0.4035472364027501,-0.24357961849001503,0.044487397401569435,0.4952123018329968,0.5669177275947377,0.3125305566918388,0.5763394037189228,-0.022311163280707983,-0.031096782676706108,-0.32889243669771645,-0.4718915537654167,-0.4756662963273855,-0.005871811388851725,0.1703937743271411,0,0,0,0,1,0,1
HIP 61532,M,-1.6849061252624333,-0.4650211009204548,-0.1428873673393444,0.1041174593324528,-3.209742443545538,0.07303895092079796,1.577486494489219,-1.226197240515804,-0.022311163280707983,-0.031096782676706108,-1.6363767940251581,-1.6878694405925558,-1.8530596017506797,-0.005871811388851725,0.6686379409862359,0,0,0,0,1,0,1
HD 111355,G,1.1373015560099662,0.06398830848837489,-0.2933936044107625,0.449839378487166,0.10813267778601993,0.1041583014659771,-1.0373008877716001,1.1017847261559734,3.94465213555601,0.8015367766650017,0.9472325279201307,0.8467398768460547,0.8682550679188449,4.619239296054189,-0.3184430006714311,0,0,0,0,1,0,1
HIP 109492,K,-2.961251626889623,-0.28227038015018696,0.06001141156297166,0.23711289747742137,-0.6385024566268256,1.476548411215278,1.5453336094776857,-2.404325766159416,-0.022311163280707983,-0.031096782676706108,-2.935768404846898,-2.9407092817786142,-2.8879386597867573,-0.005871811388851725,-0.12456551652113837,1,0,0,0,0,0,1
